Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM0015,Radio,Automotive,Sarawak,398390.0,85313.0,625134.0,,0.3366,9024.0,0.4934,350492.0,4.11,265.0,16/8/2023,24/6/2023,3.0,4.0,Low
CAM0016,Billboard,Fashion,,416307.0,356056.0,,26029.0,0.422,2227.0,0.8695,484913.0,1.55,127.0,7/1/2023,28/11/2023,3.0,7.0,
CAM0017,Social Media,Groceries,Sabah,253173.0,164789.0,412423.0,21115.0,0.3619,1589.0,0.6878,135885.0,2.99,291.0,1/12/2023,11/2/2023,3.0,4.0,Low
CAM0018,TV,Electronics,Sabah,95047.0,143469.0,143510.0,42776.0,0.7,6712.0,0.791,871680.0,4.68,14.0,5/5/2023,23/8/2023,4.0,6.0,Low
CAM0019,TV,Groceries,Johor,70988.0,356155.0,790871.0,27337.0,0.4197,2559.0,0.5721,645493.0,0.59,112.0,18/12/2023,,1.0,1.0,Medium
CAM0020,Billboard,Health,Johor,374690.0,170782.0,,27871.0,0.8745,3166.0,0.9757,760602.0,2.15,220.0,28/11/2023,25/4/2023,4.0,6.0,High
CAM0021,Radio,Health,Sabah,377108.0,145927.0,852248.0,47402.0,0.8955,1901.0,0.8278,956667.0,,334.0,3/3/2023,10/9/2023,1.0,1.0,Medium
CAM0022,,Electronics,Sabah,460110.0,118009.0,,4257.0,0.6323,1221.0,0.2114,682824.0,1.81,282.0,4/8/2023,12/8/2023,4.0,8.0,High
CAM0023,Radio,Automotive,Johor,152124.0,93699.0,117040.0,20883.0,0.3316,5928.0,0.277,201298.0,4.56,2.0,25/7/2023,30/12/2023,5.0,10.0,High
CAM0024,Social Media,Fashion,Penang,,74977.0,793745.0,2938.0,0.5601,2991.0,0.0166,984784.0,,183.0,6/10/2023,5/5/2023,4.0,,Medium
CAM0025,Billboard,Automotive,Sarawak,247862.0,253933.0,860326.0,,0.3108,2024.0,0.1672,,0.16,51.0,7/1/2023,13/8/2023,2.0,1.0,Medium
CAM0026,TV,Fashion,Penang,200311.0,260557.0,770139.0,,0.7611,3314.0,0.8951,914831.0,0.81,218.0,2/4/2023,6/8/2023,5.0,8.0,High
CAM0027,TV,Groceries,Kuala Lumpur,71589.0,322417.0,149964.0,,0.2083,7424.0,0.5715,743462.0,4.76,301.0,16/3/2023,14/12/2023,4.0,7.0,Medium
CAM0028,Social Media,Fashion,Johor,137118.0,445177.0,737571.0,42740.0,0.8548,4257.0,0.4509,32398.0,3.81,154.0,7/9/2023,8/8/2023,1.0,5.0,Medium
CAM0029,Email,Electronics,Johor,385360.0,200263.0,315849.0,25921.0,0.3065,4448.0,0.6484,,2.22,139.0,28/6/2023,24/9/2023,1.0,,High
CAM0030,Radio,Electronics,Penang,,26219.0,223573.0,31793.0,0.953,9957.0,0.6445,204500.0,4.68,185.0,,26/2/2023,,,High
CAM0031,Billboard,,Sarawak,327702.0,232860.0,121327.0,,0.2607,5361.0,0.7959,209976.0,,270.0,22/3/2023,,1.0,6.0,High
CAM0032,Social Media,Automotive,Kuala Lumpur,110168.0,348758.0,538171.0,28030.0,0.1921,3806.0,0.8366,348587.0,0.25,14.0,18/1/2023,31/3/2023,3.0,6.0,High
CAM0033,Social Media,Fashion,Johor,41050.0,,7057.0,45495.0,,9853.0,0.638,196892.0,1.15,,16/9/2023,1/5/2023,2.0,10.0,High
CAM0034,Radio,Health,Kuala Lumpur,,,80612.0,14156.0,0.589,7695.0,,7235499.141,3.35,334.0,21/2/2023,7/3/2023,,7.0,High
CAM0035,,Electronics,Penang,205024.0,182527.0,627106.0,13678.0,0.2003,9349.0,0.619,606559.0,3.36,110.0,28/1/2023,23/2/2023,,6.0,Medium
CAM0036,Billboard,Electronics,Sarawak,222236.0,,779175.0,29099.0,,8281.0,0.3814,106135.0,2.17,181.0,26/8/2023,24/9/2023,1.0,8.0,Medium
CAM0037,Email,Groceries,Sarawak,164632.0,24587.0,36280.0,34447.0,0.2923,4389.0,0.3237,387895.0,,106.0,13/4/2023,20/1/2023,3.0,7.0,Medium
CAM0038,Radio,Electronics,Johor,489524.0,105435.0,381179.0,37233.0,0.1254,7801.0,0.3285,94120.0,4.33,129.0,13/8/2023,28/7/2023,4.0,6.0,Medium
CAM0039,,Electronics,Johor,141279.0,394172.0,28177.0,22125.0,1.006076522,3722.0,0.4952,339747.0,0.7,52.0,2/2/2023,8/8/2023,,,Medium
CAM0040,TV,Health,Kuala Lumpur,244982.0,,105115.0,15448.0,0.6096,226.0,0.7482,348860.0,1.11,139.0,24/2/2023,25/12/2023,4.0,6.0,Medium
CAM0041,Billboard,Automotive,Sarawak,178084.0,56568.0,755022.0,33089.0,0.2024,5542.0,,582129.0,1.4,175.0,19/1/2023,,4.0,1.0,Low
CAM0042,Radio,Fashion,Penang,116271.0,100040.0,711959.0,7916.0,0.0513,7378.0,0.9318,,1.39,361.0,23/6/2023,19/3/2023,3.0,10.0,Low
CAM0043,Social Media,Health,Sarawak,363391.0,43684.0,221957.0,32289.0,0.0509,3159.0,0.3617,883636.0,1.74,17.0,29/1/2023,,2.0,1.0,Low
CAM0044,Billboard,Electronics,Penang,45443.0,,,20106.0,0.3078,1768.0,4.597408585,,,115.0,15/4/2023,4/7/2023,3.0,8.0,Medium
CAM0045,Email,Health,Penang,100990.0,3530658.454,988105.0,40674.0,0.3811,9274.0,0.9479,,2.24,38.0,29/4/2023,31/7/2023,1.0,7.0,High
CAM0046,Billboard,Electronics,Sarawak,125653.0,352441.0,798800.0,48697.0,0.2494,5474.0,0.2691,334337.0,0.22,277.0,12/3/2023,7/4/2023,,10.0,High
CAM0047,TV,Fashion,Sabah,422072.0,,735784.0,24582.0,,7847.0,0.3213,429024.0,0.27,246.0,28/2/2023,2/9/2023,5.0,2.0,Low
CAM0048,TV,Health,Sarawak,,191302.0,346560.0,25464.0,0.5518,,0.6178,663506.0,0.13,306.0,28/8/2023,1/3/2023,3.0,2.0,Low
CAM0049,TV,Groceries,Sarawak,37974.0,339679.0,707063.0,29594.0,0.7985,2208.0,0.0163,527787.0,,339.0,9/12/2023,8/5/2023,3.0,3.0,Medium
CAM0050,Social Media,Health,Penang,226647.0,,666045.0,,0.1088,8865.0,0.4611,631958.0,0.97,222.0,1/5/2023,7/6/2023,,9.0,High
CAM0051,Social Media,Groceries,Kuala Lumpur,370735.0,3126301.794,279835.0,10725.0,0.6247,,,926391.0,4.12,73.0,14/10/2023,22/7/2023,4.0,4.0,Low
CAM0052,TV,Electronics,Kuala Lumpur,489017.0,196768.0,563696.0,14987.0,0.4893,1464.0,0.8502,788064.0,4.76,60.0,25/9/2023,18/7/2023,4.0,1.0,High
CAM0053,Radio,Electronics,Sabah,77077.0,215686.0,47556.0,48657.0,0.3028,6582.0,0.6444,36149.0,4.57,98.0,13/1/2023,4/4/2023,4.0,8.0,Medium
CAM0054,TV,Groceries,Sarawak,337812.0,123640.0,853822.0,,0.7369,8263.0,0.7213,6496142.093,1.24,,7/6/2023,9/12/2023,1.0,5.0,
CAM0055,Email,Fashion,Sabah,,78242.0,,47580.0,0.602,,0.250133467,854151.0,0.06,192.0,1/7/2023,18/12/2023,5.0,,Medium
CAM0056,Email,Groceries,Sarawak,233875.0,,,6568.0,,1992.0,0.2196,656075.0,0.44,282.0,10/8/2023,4/3/2023,2.0,4.0,High
CAM0057,Billboard,,Johor,334658.0,306667.0,570471.0,10848.0,0.6999,2206.0,0.5857,877371.0,4.47,288.0,23/4/2023,19/3/2023,3.0,,Medium
CAM0058,Email,Health,Penang,293435.0,3793472.302,387331.0,45558.0,0.1286,8989.0,0.9252,59029.0,0.94,356.0,12/6/2023,27/8/2023,2.0,8.0,Low
CAM0059,Radio,Health,Penang,392610.0,56421.0,447783.0,2913.0,0.0472,2996.0,0.9305,258100.0,3.52,257.0,14/9/2023,30/5/2023,4.0,7.0,Low
CAM0060,TV,Fashion,,137400.0,386420.0,,24850.0,0.6548,1067.0,0.3525,917943.0,2.76,304.0,7/6/2023,9/3/2023,,7.0,High
CAM0061,,Fashion,Kuala Lumpur,393921.0,33974.0,691136.0,43395.0,0.139,347.0,0.4943,,1.61,43.0,11/10/2023,29/11/2023,1.0,5.0,High
CAM0062,TV,Electronics,Johor,287494.0,162162.0,398956.0,24141.0,0.7594,,0.8788,307547.0,2.15,208.0,30/12/2023,12/1/2023,3.0,,High
CAM0063,Radio,Groceries,Kuala Lumpur,451904.0,149947.0,508961.0,31689.0,0.1154,7142.0,0.6765,278677.0,,,31/8/2023,26/9/2023,1.0,3.0,Low
CAM0064,Email,Electronics,Sarawak,216858.0,3174009.558,946963.0,40762.0,0.7122,7907.0,,264543.0,4.41,98.0,10/11/2023,27/8/2023,,4.0,Medium
CAM0065,TV,Groceries,Penang,306185.0,287549.0,664100.0,16354.0,0.8767,,,878418.0,3.02,232.0,22/12/2023,8/4/2023,1.0,9.0,High
CAM0066,Social Media,Health,,,8281.0,514858.0,26611.0,0.0075,5513.0,0.6249,762477.0,0.69,199.0,23/5/2023,3/3/2023,2.0,2.0,High
CAM0067,TV,Automotive,,225437.0,281846.0,332104.0,39328.0,,5947.0,0.1784,,1.33,8.0,1/7/2023,15/8/2023,3.0,8.0,Medium
CAM0068,News,,Johor,2772000.0,3728380.0,1588730.0,14937.0,,9981.0,0.6021,,2.26,7.0,21/12/2023,17/2/2023,3.0,6.0,Medium
CAM0069,TV,Health,Penang,292779.0,257090.0,203723.0,20314.0,0.7739,2296.0,0.9396,273651.0,4.44,349.0,25/4/2023,28/11/2023,1.0,6.0,Medium
CAM0070,Social Media,Electronics,Johor,88894.0,102829.0,218181.0,2056.0,0.8144,,0.9678,910878.0,4.48,241.0,24/4/2023,12/5/2023,,,High
CAM0071,TV,Groceries,Sarawak,278053.0,396530.0,415251.0,29122.0,0.1604,4894.0,0.707350724,446049.0,0.65,278.0,12/1/2023,26/4/2023,3.0,5.0,Low
CAM0072,Social Media,Health,Penang,79969.0,23072.0,665371.0,29386.0,0.7338,4289.0,0.8788,660917.0,1.19,332.0,29/1/2023,1/6/2023,5.0,3.0,Low
CAM0073,Social Media,Automotive,,71778.0,55356.0,355326.0,9515.0,0.8576,2277.0,0.0734,593097.0,4.61,254.0,18/8/2023,27/5/2023,5.0,1.0,Medium
CAM0074,Social Media,Fashion,Sabah,,70812.0,246018.0,2490.0,0.4994,441.0,0.0003,585131.0,,330.0,10/7/2023,3/5/2023,3.0,9.0,Medium
CAM0075,Social Media,Groceries,Johor,84293.0,54524.0,136340.0,43269.0,0.7627,5046.0,0.5947,740529.0,1.12,301.0,20/12/2023,30/4/2023,5.0,3.0,Low
CAM0076,Email,Automotive,Sarawak,148901.0,323599.0,486902.0,,0.8676,1781.0,0.093,202282.0,2.48,88.0,6/4/2023,13/9/2023,2.0,,Medium
CAM0077,Radio,,Kuala Lumpur,,395146.0,203526.0,786.0,0.9661,3407.0,0.5462,71688.0,2.78,151.0,21/6/2023,29/11/2023,2.0,3.0,Low
CAM0078,TV,Fashion,Penang,226814.0,249195.0,743976.0,111831.2301,0.7728,1383.0,0.3276,739645.0,,325.0,11/5/2023,19/1/2023,3.0,2.0,High
CAM0079,TV,Groceries,Sabah,433858.5916,373251.0,764539.0,39435.0,0.424,6377.0,0.2256,831961.0,0.99,8.0,9/10/2023,26/5/2023,5.0,,Low
CAM0080,TV,,Sarawak,,122205.0,521665.0,21669.0,0.9139,3261.0,,449988.0,3.77,275.0,11/12/2023,27/5/2023,3.0,3.0,Low
CAM0081,Billboard,Automotive,Johor,120303.0,,503454.0,5878.0,0.1935,5118.0,0.3484,735919.0,3.73,348.0,5/4/2023,22/6/2023,1.0,1.0,High
CAM0082,Billboard,Groceries,Sarawak,390816.0,284790.0,399811.0,32929.0,0.6498,1534.0,,158823.0,1.34,155.0,12/12/2023,7/7/2023,2.0,5.0,High
CAM0083,TV,Groceries,Sabah,360174.0,12534.0,471124.0,15915.0,0.6555,5597.0,0.7231,894902.0,4.0,22.0,1/2/2023,31/10/2023,5.0,7.0,
CAM0084,Email,Electronics,Kuala Lumpur,57498.0,33870.0,851998.0,29268.0,0.8654,8067.0,0.9298,422825.0,1.03,295.0,11/3/2023,25/10/2023,4.0,2.0,Medium
CAM0085,Email,Health,Penang,,310139.0,753079.0,21753.0,0.6319,6575.0,0.982,109855.0,4.59,177.0,14/2/2023,12/11/2023,2.0,,High
CAM0086,TV,Groceries,,163590.0,198600.0,425955.0,19158.0,0.5237,6711.0,0.7908,215672.0,3.14,91.0,26/1/2023,12/7/2023,5.0,8.0,Low
CAM0087,Radio,,Kuala Lumpur,288380.0,218987.0,845550.0,15660.0,0.3849,7556.0,,653856.0,3.74,,7/2/2023,17/4/2023,3.0,8.891494937,Medium
CAM0088,Radio,Groceries,Kuala Lumpur,33982.0,249632.0,131540.0,16106.0,0.8329,3228.0,0.4847,705389.0,2.0,82.0,30/5/2023,29/3/2023,3.0,10.0,Medium
CAM0089,Email,Electronics,,464714.0,298018.0,,34604.0,0.338,2323.0,,688269.0,2.29,113.0,14/7/2023,18/1/2023,4.0,3.0,Low
CAM0090,Billboard,Automotive,Johor,261293.0,239895.0,30717.0,21332.0,0.1701,9265.0,0.4716,980255.0,1.68,,18/8/2023,30/12/2023,4.0,,Low
CAM0091,Billboard,,Johor,300266.0,12107.0,989271.0,13912.0,0.7189,3766.0,0.9125,979816.0,0.23,254.0,28/9/2023,13/2/2023,5.0,,Medium
CAM0092,Social Media,Automotive,Sarawak,240678.0,262587.0,675119.0,33224.0,0.9828,713.0,0.0258,211201.0,0.72,86.0,9/11/2023,5/7/2023,4.0,7.0,High
CAM0093,TV,Health,Sabah,57369.0,387773.0,944271.0,33114.0,0.2414,5122.0,0.3162,526244.0,1.85,27.0,15/7/2023,26/12/2023,2.0,6.0,Low
CAM0094,,Groceries,Johor,134306.0,233715.0,,,0.6857,43686.65023,0.0282,752108.0,3.87,304.0,28/1/2023,28/9/2023,4.0,9.0,High
CAM0095,Billboard,Groceries,Sarawak,,,172342.0,2155.0,0.7585,521.0,0.8366,,0.94,269.0,24/8/2023,11/10/2023,4.0,1.0,Low
CAM0096,Radio,Groceries,Sabah,160699.0,412895.0,540998.0,14098.0,,5785.0,0.4865,576303.0,1.09,8.0,3/12/2023,4/10/2023,1.0,10.0,
CAM0097,Social Media,Fashion,Kuala Lumpur,463910.0,,284471.0,16142.0,0.9132,,,,3.56,,8/5/2023,18/11/2023,,10.0,High
CAM0098,Social Media,Health,Johor,423274.0,,829762.0,7240.0,0.0209,8933.0,0.291,249975.0,3.01,82.0,17/2/2023,31/3/2023,2.0,8.0,Medium
CAM0099,Email,Health,Penang,404627.0,384560.0,884588.0,37345.0,,134.0,0.5445,714036.0,0.17,326.0,13/7/2023,5/5/2023,3.0,6.0,
CAM0100,Social Media,Automotive,Sabah,379386.0,257773.0,,37271.0,0.1338,8242.0,0.5004,144096.0,3.95,4.0,14/2/2023,27/4/2023,3.0,,Medium
CAM0101,Billboard,Automotive,Kuala Lumpur,,430731.0,,22033.0,0.688,871.0,0.5532,146253.0,1.49,296.0,28/4/2023,,1.0,10.0,High
CAM0102,Radio,Automotive,Sabah,357142.0,282818.0,163314.0,21389.0,0.1997,1123.0,0.5169,200414.0,1.18,,30/7/2023,31/12/2023,4.0,6.0,Low
CAM0103,Radio,Electronics,Sabah,35511.0,382657.0,329528.0,29397.0,0.9626,1114.0,0.4664,831496.0,2.89,222.0,,9/9/2023,,6.0,Low
CAM0104,Billboard,,Kuala Lumpur,378728.0,118020.0,959663.0,10749.0,0.6641,9113.0,,552498.0,4.3,183.0,1/1/2024,23/3/2023,3.0,4.0,Medium
CAM0105,Email,Health,Kuala Lumpur,17296.0,206501.0,514341.0,46601.0,0.9177,1001.0,0.8038,93948.0,,78.0,,15/2/2023,3.0,4.0,Low
CAM0106,TV,Health,Penang,51967.0,3859511.734,884809.0,,0.5404,7366.0,0.4196,,1.61,84.0,9/8/2023,14/12/2023,5.0,8.0,
CAM0107,Billboard,Groceries,Johor,,,708475.0,34889.0,0.6479,8835.0,0.9255,877920.0,0.33,61.0,27/8/2023,18/12/2023,,,High
CAM0108,Radio,Electronics,Johor,,,37124.0,17742.0,0.0668,4117.0,0.0016,624303.0,3.52,40.0,18/10/2023,17/8/2023,4.0,3.0,Low
CAM0109,TV,Health,Sarawak,385762.0,230257.0,897917.0,29593.0,,,0.3254,216606.0,4.46,349.0,14/1/2023,5/2/2023,,9.0,High
CAM0110,,Electronics,Johor,292903.0,255339.0,700146.0,8641.0,0.7148,8702.0,0.2895,571098.0,4.18,270.0,,27/1/2023,2.0,7.0,Low
CAM0111,Radio,Electronics,Sarawak,100306.0,269112.0,,,0.7742,1752.0,0.0579,332355.0,3.34,260.0,4/7/2023,26/6/2023,2.0,4.0,High
CAM0112,TV,Automotive,Johor,160492.0,211951.0,367940.0,40491.0,0.1646,9869.0,0.0404,,2.64,107.0,12/7/2023,28/9/2023,4.0,2.0,
CAM0113,Billboard,Electronics,Johor,320750.0,230161.0,233502.0,47781.0,0.6888,8677.0,0.1964,501123.0,4.95,343.0,20/3/2023,6/7/2023,5.0,7.0,High
CAM0114,TV,Automotive,Penang,4307827.465,371115.0,,23215.0,0.7115,845.0,0.132,,4.7,81.0,24/7/2023,24/8/2023,3.0,1.0,Low
CAM0115,Radio,Groceries,Kuala Lumpur,,,851075.0,45881.0,,8162.0,0.8425,570757.0,2.87,237.0,20/5/2023,,4.0,2.0,Low
CAM0116,Radio,,Sabah,330221.0,180781.0,941603.0,22330.0,0.973,7650.0,,,3.56,298.0,8/8/2023,14/10/2023,5.0,3.0,Low
CAM0117,Billboard,Groceries,Penang,354907.0,447908.0,752443.0,20911.0,,2484.0,0.6684,40384.0,3.18,50.0,24/5/2023,8/6/2023,,10.0,High
CAM0118,Email,Fashion,Sabah,260497.0,79942.0,785266.0,34954.0,0.4223,7406.0,0.1399,45025.0,2.25,139.0,9/12/2023,23/12/2023,5.0,3.0,Low
CAM0119,Email,Health,,12364.0,144626.0,2004728.166,,0.1152,,0.2745,271810.0,2.02,37.0,24/7/2023,27/11/2023,4.0,2.0,Medium
CAM0120,Billboard,Groceries,Sarawak,231366.0,,114928.0,44649.0,0.2186,8070.0,6.669730957,233907.0,4.92,272.0,19/10/2023,,2.0,3.0,Medium
CAM0121,Social Media,Automotive,Kuala Lumpur,90141.0,237959.0,272357.0,42418.0,0.2807,9391.0,0.6803,710913.0,1.57,293.0,23/6/2023,30/11/2023,1.0,7.0,Medium
CAM0122,TV,Electronics,Sabah,152780.0,24667.0,774726.0,,0.0115,7197.0,0.1348,667665.0,4.52,61.0,,28/3/2023,2.0,9.0,Low
CAM0123,Billboard,Groceries,Penang,480930.0,64444.0,612005.0,26940.0,0.3104,8268.0,0.6607,,4.11,332.0,12/6/2023,20/6/2023,,4.0,High
CAM0124,Social Media,Automotive,Sarawak,155800.0,,,28136.0,0.7163,,0.2687,771809.0,,,12/10/2023,25/4/2023,5.0,4.0,Medium
CAM0125,Billboard,Groceries,Sabah,177411.0,209574.0,320821.0,,0.6235,1603.0,,211295.0,3.3,233.0,13/6/2023,15/2/2023,5.0,10.0,Medium
CAM0126,,Automotive,Sabah,38132.0,326709.0,252166.0,34620.0,0.1976,1288.0,0.495,18120.0,2.16,,11/8/2023,31/8/2023,4.0,2.0,Low
CAM0127,Radio,Groceries,Kuala Lumpur,218230.0,,934260.0,,0.9518,1583.0,0.5598,445207.0,4.5,189.0,6/12/2023,20/6/2023,2.0,3.0,High
CAM0128,Social Media,Electronics,,,79669.0,,13665.0,0.3142,6246.0,0.4207,850279.0,4.01,168.0,17/12/2023,11/2/2023,5.0,7.0,Low
CAM0129,TV,Fashion,Sarawak,385066.0,274640.0,,94566.20048,0.4709,5920.0,0.6647,196150.0,0.32,45.0,10/5/2023,2/11/2023,2.0,2.0,High
CAM0130,Radio,Fashion,Kuala Lumpur,367644.0,199812.0,,38464.0,0.7237,3280.0,,513039.0,3.75,319.0,4/6/2023,21/5/2023,4.0,8.0,High
CAM0131,Radio,Health,Johor,183607.0,169257.0,633163.0,22412.0,0.1213,1181.0,0.8013,56472.0,,230.0,8/1/2023,1/3/2023,4.0,6.0,High
CAM0132,Social Media,Health,Johor,238025.0,335445.0,800413.0,4721.0,0.7824,4309.0,0.4086,197236.0,3.72,186.0,4/8/2023,29/11/2023,2.0,1.0,Low
CAM0133,Social Media,Automotive,Sarawak,42420.0,313289.0,417768.0,25110.0,0.7564,9671.0,0.2447,,2.63,274.0,,29/4/2023,2.0,9.0,
CAM0134,TV,Groceries,Johor,21139.0,184164.0,902187.0,36833.0,0.4878,5239.0,0.9578,238663.0,3.07,5.0,15/1/2023,,5.0,4.0,Medium
CAM0135,Billboard,Electronics,Sarawak,291008.0,150752.0,226048.0,42231.0,0.3343,3400.0,0.0125,749418.0,4.24,,23/8/2023,22/8/2023,3.0,3.0,Medium
CAM0136,Radio,Electronics,,82104.0,132018.0,386855.0,21611.0,0.3222,9138.0,0.5218,583604.0,3.09,237.0,25/8/2023,18/6/2023,5.0,6.0,Medium
CAM0137,Billboard,Groceries,Sarawak,47678.0,292433.0,7241226.414,12710.0,0.9863,8433.0,0.8484,7267643.448,3.67,100.0,26/6/2023,28/1/2023,4.0,5.0,Low
CAM0138,Email,Electronics,Kuala Lumpur,219535.0,262703.0,560420.0,32668.0,0.2104,2548.0,0.5581,41733.0,0.66,47.0,16/8/2023,15/2/2023,3.0,2.0,Low
CAM0139,,Groceries,Sarawak,395421.0,131770.0,270591.0,37019.0,0.8878,5797.0,0.4654,955751.0,1.96,114.0,,20/5/2023,3.0,10.0,Medium
CAM0140,Social Media,Health,Penang,490566.0,25641.0,,19196.0,0.2559,3107.0,0.0686,,1.57,229.0,11/8/2023,9/10/2023,3.0,,Low
CAM0141,Email,Electronics,Johor,,251964.0,538581.0,16738.0,0.7746,8419.0,,469199.0,1.29,15.0,30/8/2023,22/10/2023,1.0,9.0,Medium
CAM0142,Billboard,Health,Sabah,12366.0,234663.0,186530.0,,0.8397,2922.0,,788902.0,1.18,294.0,7/3/2023,15/4/2023,3.0,5.0,Medium
CAM0143,Social Media,Groceries,Kuala Lumpur,284559.0,338426.0,436638.0,34583.0,0.9567,2308.0,0.4558,330802.0,3.26,196.0,3/3/2023,11/5/2023,1.0,6.0,Low
CAM0144,Email,Electronics,Sarawak,94948.0,148890.0,225602.9389,29162.0,0.1989,8772.0,0.2973,318169.0,0.65,261.0,8/9/2023,7/2/2023,3.0,6.0,Low
CAM0145,Email,Automotive,Penang,,55596.0,40289.0,58765.1584,0.572,9476.0,0.9797,407717.0,4.4,310.0,12/4/2023,12/12/2023,3.0,3.0,Medium
CAM0146,Billboard,Automotive,Sarawak,98567.0,244748.0,22553.0,24754.0,,8824.0,0.9315,437682.0,2.49,5.0,15/4/2023,17/12/2023,4.0,4.0,Low
CAM0147,TV,Electronics,Sarawak,97559.0,,580849.0,16142.0,0.8524,573.0,0.5465,87707.0,3.92,127.0,21/2/2023,16/1/2023,4.0,10.0,High
CAM0148,Email,Automotive,Sabah,64486.0,314571.0,434971.0,16657.0,0.24,,,363367.0,4.99,98.0,23/5/2023,5/10/2023,3.0,8.0,
CAM0149,Social Media,Groceries,Kuala Lumpur,180422.0,92887.0,935265.0,35234.0,0.7585,4769.0,0.0288,802637.0,3.19,155.0,19/11/2023,11/5/2023,1.0,,Medium
CAM0150,Billboard,Fashion,Kuala Lumpur,223402.0,264617.0,4925670.989,40803.0,0.8217,8879.0,0.1975,7411.0,4.64,,17/1/2023,29/4/2023,,5.0,High
CAM0151,Billboard,Automotive,Johor,98756.0,219273.0,,32813.0,0.1195,6502.0,0.2727,164252.0,4.43,,18/2/2023,25/2/2023,3.0,6.0,Low
CAM0152,Billboard,Automotive,Kuala Lumpur,,210055.0,100259.0,1499.0,0.1683,5382.0,0.4651,7937382.995,4.07,121.0,,13/3/2023,3.0,4.0,High
CAM0153,Email,,Kuala Lumpur,67419.0,383830.0,66030.0,5587.0,0.1785,6221.0,0.1434,175477.0,2.08,147.0,,27/6/2023,3.0,4.0,Low
CAM0154,Email,Fashion,Sarawak,402625.0,200947.0,353981.0,17787.0,0.0056,,0.5271,,0.56,326.0,27/4/2023,31/10/2023,4.0,5.0,Low
CAM0155,Radio,Health,Sarawak,452432.0,90581.0,771945.0,25515.0,0.1725,1901.0,0.7922,760894.0,2.24,170.0,13/6/2023,27/1/2023,4.0,62.24046456,High
CAM0156,Email,Groceries,Sarawak,44060.0,48130.0,341885.0,23313.0,0.585,6473.0,,552440.0,0.08,13.0,9/11/2023,28/8/2023,2.0,8.0,Medium
CAM0157,Social Media,Electronics,Johor,357733.0,13878.0,291974.0,34323.0,0.3569,2415.0,0.1842,261795.0,1.51,3.0,24/11/2023,27/10/2023,,4.0,Medium
CAM0158,,Health,,,228399.0,,48329.0,0.1687,1918.0,0.433,405193.0,3.25,,11/3/2023,6/6/2023,1.0,1.0,High
